Date,PortfolioValue,AAPL,TSLA,MSTR,GME,AMZN,MSFT,NVDA,META,UNH,V,JPM,IBKR,RBLX,DKNG,CELH,SOFI,HOOD,ABNB,PEP,COST,AMD,GOOG,MRK,CSCO,WMT,BA,C,DIS,CRM,AMGN,LOW,GS,WBA,PYPL,ADBE,NKE,ORCL,TXN,PFE,INTC,BKNG,GE,UPS,T,VRTX,MDT,CVX,ABBV,MCD,BLK,FDX,CAT,ZM,TEAM,DDOG,SHOP,LYFT,UBER,TWLO,DOCU,RIVN,F,GM,XOM,OXY,PSX,APA,WBD,SBUX,BK,MS,ETSY,PANW,ZS,ANET,LULU,DE,SPOT,CHTR,MAR,HON,NOW,ADP,TMO,AVGO,KLAC,MPC,DFS,MTCH,EBAY,ALGN,CRWD,DD,GLW,VRSK,ILMN,REGN,SWKS,FTNT,ROST,BBY,AES,DRI,ULTA,IDXX,APPF,INSM,FND,RUN,BL,FOUR,ESTC,NEOG,RGEN,VRT,MGNI,LMND,WOLF,XLF,XLK,XLY,XLE,XLV,XLI,XLB,XLU,XME,XOP,XRT,SPY,QQQ,IVV,VTI,IWM,DIA
2019-01-02,999220.2128047943,0.00%,4.07%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,2.90%,0.00%,5.06%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.38%,2.07%,0.00%,0.00%,0.00%,0.00%,9.60%,0.28%,0.00%,0.00%,0.00%,5.86%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,8.35%,0.00%,8.69%,0.00%,0.00%,4.65%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,1.65%,0.00%,0.00%,0.00%,0.00%,2.52%,0.00%,0.00%,2.20%,0.00%,0.00%,1.59%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.11%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,20.02%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,20.02%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%
2019-01-03,991341.4541568756,0.00%,3.98%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,2.85%,0.00%,5.02%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.38%,2.04%,0.00%,0.00%,0.00%,0.00%,9.62%,0.27%,0.00%,0.00%,0.00%,5.81%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,8.43%,0.00%,8.51%,0.00%,0.00%,4.65%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,1.65%,0.00%,0.00%,0.00%,0.00%,2.49%,0.00%,0.00%,2.23%,0.00%,0.00%,1.60%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.11%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,20.17%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,20.17%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%
2019-01-04,1010943.1032409668,0.00%,4.13%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,2.82%,0.00%,5.11%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.38%,2.06%,0.00%,0.00%,0.00%,0.00%,9.49%,0.28%,0.00%,0.00%,0.00%,5.90%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,8.48%,0.00%,8.61%,0.00%,0.00%,4.65%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,1.65%,0.00%,0.00%,0.00%,0.00%,2.51%,0.00%,0.00%,2.26%,0.00%,0.00%,1.65%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.11%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,19.84%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,20.07%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%
2019-01-07,1012609.5256538391,0.00%,4.34%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,2.83%,0.00%,5.10%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.38%,2.06%,0.00%,0.00%,0.00%,0.00%,9.59%,0.28%,0.00%,0.00%,0.00%,5.96%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,8.62%,0.00%,8.04%,0.00%,0.00%,4.69%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,1.67%,0.00%,0.00%,0.00%,0.00%,2.54%,0.00%,0.00%,2.36%,0.00%,0.00%,1.64%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.11%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,19.87%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,19.90%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%
2019-01-08,1019950.6837968826,0.00%,4.32%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,2.84%,0.00%,5.06%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.38%,2.06%,0.00%,0.00%,0.00%,0.00%,9.59%,0.29%,0.00%,0.00%,0.00%,6.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,8.67%,0.00%,8.04%,0.00%,0.00%,4.67%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,1.70%,0.00%,0.00%,0.00%,0.00%,2.57%,0.00%,0.00%,2.37%,0.00%,0.00%,1.62%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.12%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,19.71%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,20.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%
2019-01-09,1019140.910993576,0.00%,4.36%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,2.85%,0.00%,5.05%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.37%,2.08%,0.00%,0.00%,0.00%,0.00%,9.56%,0.30%,0.00%,0.00%,0.00%,6.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,8.53%,0.00%,8.17%,0.00%,0.00%,4.67%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,1.71%,0.00%,0.00%,0.00%,0.00%,2.61%,0.00%,0.00%,2.38%,0.00%,0.00%,1.61%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.12%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,19.77%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,19.90%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%
2019-01-10,1023461.5274801254,0.00%,4.42%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,2.85%,0.00%,5.03%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.37%,2.08%,0.00%,0.00%,0.00%,0.00%,9.53%,0.30%,0.00%,0.00%,0.00%,6.04%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,8.58%,0.00%,8.18%,0.00%,0.00%,4.68%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,1.67%,0.00%,0.00%,0.00%,0.00%,2.63%,0.00%,0.00%,2.29%,0.00%,0.00%,1.57%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.11%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,19.58%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,20.07%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%
2019-01-11,1025696.9193916321,0.00%,4.44%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,2.88%,0.00%,5.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.37%,2.07%,0.00%,0.00%,0.00%,0.00%,9.50%,0.30%,0.00%,0.00%,0.00%,5.96%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,8.69%,0.00%,8.17%,0.00%,0.00%,4.69%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,1.68%,0.00%,0.00%,0.00%,0.00%,2.63%,0.00%,0.00%,2.29%,0.00%,0.00%,1.58%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.11%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,19.68%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,19.96%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%
2019-01-14,1018386.0833072662,0.00%,4.31%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,2.90%,0.00%,5.08%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.37%,2.07%,0.00%,0.00%,0.00%,0.00%,9.58%,0.30%,0.00%,0.00%,0.00%,5.89%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,8.68%,0.00%,8.22%,0.00%,0.00%,4.69%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,1.69%,0.00%,0.00%,0.00%,0.00%,2.63%,0.00%,0.00%,2.44%,0.00%,0.00%,1.57%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.12%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,19.80%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,19.65%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%
2019-01-15,1028719.6880722046,0.00%,4.39%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,2.98%,0.00%,5.07%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.37%,2.07%,0.00%,0.00%,0.00%,0.00%,9.61%,0.30%,0.00%,0.00%,0.00%,5.91%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,8.59%,0.00%,8.26%,0.00%,0.00%,4.64%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,1.68%,0.00%,0.00%,0.00%,0.00%,2.68%,0.00%,0.00%,2.44%,0.00%,0.00%,1.57%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.11%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,19.64%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,19.69%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%
2019-01-16,1030387.009273529,0.00%,4.41%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,3.02%,0.00%,5.10%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.37%,2.06%,0.00%,0.00%,0.00%,0.00%,9.60%,0.30%,0.00%,0.00%,0.00%,5.89%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,8.57%,0.00%,8.34%,0.00%,0.00%,4.59%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,1.68%,0.00%,0.00%,0.00%,0.00%,2.69%,0.00%,0.00%,2.46%,0.00%,0.00%,1.57%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.11%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,19.53%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,19.73%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%
2019-01-17,1036052.4255886078,0.00%,4.40%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,2.99%,0.00%,5.09%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.37%,2.06%,0.00%,0.00%,0.00%,0.00%,9.59%,0.30%,0.00%,0.00%,0.00%,5.94%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,8.54%,0.00%,8.35%,0.00%,0.00%,4.61%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,1.68%,0.00%,0.00%,0.00%,0.00%,2.70%,0.00%,0.00%,2.49%,0.00%,0.00%,1.56%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.12%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,19.50%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,19.70%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%
2019-01-18,1036178.1159152985,0.00%,3.83%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,3.05%,0.00%,5.18%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.37%,2.08%,0.00%,0.00%,0.00%,0.00%,9.69%,0.31%,0.00%,0.00%,0.00%,6.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,8.63%,0.00%,8.32%,0.00%,0.00%,4.65%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,1.70%,0.00%,0.00%,0.00%,0.00%,2.70%,0.00%,0.00%,2.61%,0.00%,0.00%,1.55%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.12%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,19.50%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,19.72%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%
2019-01-22,1031428.7212696075,0.00%,3.80%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,3.07%,0.00%,5.12%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.37%,2.08%,0.00%,0.00%,0.00%,0.00%,9.71%,0.30%,0.00%,0.00%,0.00%,5.97%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,8.56%,0.00%,8.33%,0.00%,0.00%,4.72%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,1.64%,0.00%,0.00%,0.00%,0.00%,2.71%,0.00%,0.00%,2.58%,0.00%,0.00%,1.52%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.12%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,19.55%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,19.85%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%
2019-01-23,1036034.0547456741,0.00%,3.64%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,3.07%,0.00%,5.08%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.37%,2.07%,0.00%,0.00%,0.00%,0.00%,9.79%,0.30%,0.00%,0.00%,0.00%,5.93%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,8.61%,0.00%,8.31%,0.00%,0.00%,4.74%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,1.63%,0.00%,0.00%,0.00%,0.00%,2.73%,0.00%,0.00%,2.57%,0.00%,0.00%,1.51%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.11%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,19.56%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,19.96%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%
2019-01-24,1037207.2200069427,0.00%,3.69%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,3.06%,0.00%,5.08%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.37%,2.05%,0.00%,0.00%,0.00%,0.00%,9.74%,0.30%,0.00%,0.00%,0.00%,5.91%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,8.52%,0.00%,8.30%,0.00%,0.00%,4.76%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,1.68%,0.00%,0.00%,0.00%,0.00%,2.79%,0.00%,0.00%,2.55%,0.00%,0.00%,1.52%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.11%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,19.52%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,20.04%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%
2019-01-25,1033302.4707241058,0.00%,3.77%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,3.09%,0.00%,5.13%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.37%,2.04%,0.00%,0.00%,0.00%,0.00%,9.64%,0.31%,0.00%,0.00%,0.00%,5.87%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,8.57%,0.00%,8.32%,0.00%,0.00%,4.70%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,1.71%,0.00%,0.00%,0.00%,0.00%,2.79%,0.00%,0.00%,2.62%,0.00%,0.00%,1.55%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.12%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,19.57%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,19.84%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%
2019-01-28,1029438.3412103653,0.00%,3.78%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,3.09%,0.00%,5.17%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.37%,2.07%,0.00%,0.00%,0.00%,0.00%,9.68%,0.31%,0.00%,0.00%,0.00%,5.69%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,8.60%,0.00%,8.29%,0.00%,0.00%,4.70%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,1.72%,0.00%,0.00%,0.00%,0.00%,2.77%,0.00%,0.00%,2.59%,0.00%,0.00%,1.55%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.12%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,19.67%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,19.82%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%
2019-01-29,1029021.687746048,0.00%,3.79%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,3.10%,0.00%,5.19%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.37%,2.06%,0.00%,0.00%,0.00%,0.00%,9.65%,0.31%,0.00%,0.00%,0.00%,5.69%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,8.62%,0.00%,8.30%,0.00%,0.00%,4.67%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,1.70%,0.00%,0.00%,0.00%,0.00%,2.76%,0.00%,0.00%,2.58%,0.00%,0.00%,1.55%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.12%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,19.66%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,19.89%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%
